,type,action
436,care.virtue,CHAR_0 start eat well go drink night interview look healthy prepare .
437,care.virtue,CHAR_0 volunteer charity collect money people front store dress elf .
438,care.virtue,"CHAR_0 tell coworker flatter , much love Roland must decline ."
439,care.virtue,CHAR_0 tell sister care deeply need advice .
440,care.virtue,CHAR_0 offer gas money always remember take friend help grant .
441,care.virtue,"CHAR_0 put paper hat , one two write each , every child pick number random assign team ."
442,care.virtue,CHAR_0 refuse pass instead suggest supplemental class help they .
443,care.virtue,CHAR_0 call sister sit mother CHAR_0 go out .
444,care.virtue,CHAR_0 review handbook safe motorcycle handling get ride class .
445,care.virtue,"class patient CHAR_0 try solve it , fails quietly listen teacher explanation ."
446,care.virtue,"CHAR_0 decide talk son benefit go soccer practice , son enter car ."
447,care.virtue,"CHAR_0 's friend help move heavy furniture two day straight , thank take dinner ."
448,care.virtue,CHAR_0 kind cashier help bag grocery .
449,care.virtue,"CHAR_0 call someone help , get cart quickly accurately ."
450,care.virtue,CHAR_0 listen game radio help will .
451,care.virtue,CHAR_0 capitulate friend beg write prescription help deal pain .
452,care.virtue,CHAR_0 talk friend offer drive school help pay gas .
453,care.virtue,CHAR_0 watch five year old park bench notices call mother ten foot away .
454,care.virtue,CHAR_0 eat one cookie leave rest share sibling .
455,care.virtue,CHAR_0 donate old clothe charity .
456,care.virtue,CHAR_0 tell child child actor commercial .
457,care.virtue,CHAR_0 hugs friend get thank invite he .
458,care.virtue,Xavier discuss love go church glad meet people also love faith .
459,care.virtue,CHAR_0 call 911 phone right away help injure man .
460,care.virtue,"CHAR_0 accept help brother , tell able move heavy object ."
461,care.virtue,CHAR_0 hug girlfriend tightly say goodbye .
462,care.virtue,Nicole say course immediately chip help CHAR_0
463,care.virtue,CHAR_0 change clothe shave go job hunting .
464,care.virtue,CHAR_0 place big order local McDonalds feed friend .
465,care.virtue,Mrs. CHAR_0 demonstrates make tree let child pick color love .
466,care.virtue,CHAR_0 turn around exit room advise sister keep safe .
467,care.virtue,"Ana arrive say hello , Cindy respond big warm hug ."
468,care.virtue,CHAR_0 thank classmate offer help need it .
469,care.virtue,CHAR_0 call friend schedule day help .
470,care.virtue,"CHAR_0 ask roommate help fix motorcycle , sell it ."
471,care.virtue,CHAR_0 tell brother okay process mother 's death way .
472,care.virtue,CHAR_0 hire tutor help understand course material .
473,care.virtue,CHAR_0 simply lock card safe solid combination .
474,care.virtue,CHAR_0 decide big person help brother out .
475,care.virtue,CHAR_0 join health club go workout regularly .
476,care.virtue,"CHAR_0 walk big kid , become apparent child developmentally challenge , CHAR_0 decide let keep toy ."
477,care.virtue,CHAR_0 tell friend care gender tell he .
478,care.virtue,char_0 intensifie training routine take particular care body day lead race .
479,care.virtue,CHAR_0 comfort wife check damage car .
480,care.virtue,CHAR_0 find one parent whisper son could use help he .
481,care.virtue,CHAR_0 decide invent intricate new game child teaches play it .
482,care.virtue,CHAR_0 eat healthy take exercise family .
483,care.virtue,"CHAR_0 tell family that , despite mental health family , job loss fault ."
484,care.virtue,CHAR_0 praise brother start business offer help .
485,care.virtue,CHAR_0 tell Trish leave pick child back hour .
486,care.virtue,CHAR_0 hire people help run coffee shop .
487,care.virtue,CHAR_0 help wife practice speech telling sound great present give speech .
488,care.virtue,CHAR_0 kindly ask child relax promise give treat they be good .
489,care.virtue,"CHAR_0 tell kind , compassionate joke rally ."
490,care.virtue,CHAR_0 respond congratulatory email ask old friend anything could help prepare baby .
491,care.virtue,"CHAR_0 stop daughter help fall skater , injure ankle , return sideline rink ."
492,care.virtue,CHAR_0 call work explain need mental health day .
493,care.virtue,CHAR_0 explain child 's lie hurt well homework .
494,care.virtue,CHAR_0 child put holiday play guest .
495,care.virtue,CHAR_0 ask mother help write essay .
496,care.virtue,"CHAR_0 find cheap tank craiglist , set filter plant feed fish regularly ."
497,care.virtue,CHAR_0 tell child great job overlook imperfection .
498,care.virtue,CHAR_0 say happy watch sister 's child let sister go enjoy herself .
499,care.virtue,CHAR_0 talk new boss parent boss understand CHAR_0 take care parent still well new job .
500,care.virtue,CHAR_0 wear mask glove give mom hug .
501,care.virtue,CHAR_0 send press release detail good way people safe pandemic .
502,care.virtue,Mandy listen CHAR_0 's story help take mind fight fun thing .
503,care.virtue,CHAR_0 tell Tyrone welcome ask help anytime he be glad see new face work .
504,care.virtue,CHAR_0 suggest mother perhaps ingredient use meal expire .
505,care.virtue,CHAR_0 wait coworker break ask help .
506,care.virtue,"CHAR_0 suggest mother variety good , make favorite dish next time he be over ."
507,care.virtue,"CHAR_0 call mother drive home vent day , remind good thing life ."
508,care.virtue,CHAR_0 join school band meet student share love music .
509,care.virtue,CHAR_0 put loud music hook new patient ventilator .
510,care.virtue,CHAR_0 warmly greet new couple say bad back can not get help move .
511,care.virtue,CHAR_0 clean fish tank diligently keep track goldfish 's health .
512,care.virtue,CHAR_0 volunteer time help organization serve meal .
513,care.virtue,CHAR_0 tell child he be confiscate toy hour .
514,care.virtue,CHAR_0 feed cat can tuna .
515,care.virtue,"CHAR_0 stop help fall runner up , offer support leave park together ."
516,care.virtue,Cindy suggest help tutor CHAR_0 's kid alternative .
517,care.virtue,Cindy criticize CHAR_0 risk kid ' health pandemic .
518,care.virtue,"CHAR_0 talk friend love cat , agree take kitten care they ."
519,care.virtue,camden hand CHAR_0 love poem next time see she .
520,care.virtue,CHAR_0 ask another student want share math problem solution other .
521,care.virtue,CHAR_0 join health club insist workout everyday even though tough .
522,care.virtue,CHAR_0 talk friend good console he .
523,care.virtue,"CHAR_0 help defeat computer opponent , turn ally backstab they ."
524,care.virtue,CHAR_0 go funeral mother family member .
525,care.virtue,CHAR_0 take child ride bike nearby bike trail .
526,care.virtue,CHAR_0 ask child read book draw picture home order catch virus .
527,care.virtue,CHAR_0 take chocolate share rest whole class .
528,care.virtue,""" CHAR_0 take child see "" "" WALL - E "" "" . """
529,care.virtue,CHAR_0 wait patiently stop sign child cross .
530,care.virtue,CHAR_0 model good habit encourage child well give freedom explore be .
531,care.virtue,"CHAR_0 clean house assign kid household task handle , help keep clean ."
532,care.virtue,"CHAR_0 find scented lotion put arm substitute , throw clothe , race school ."
533,care.virtue,CHAR_0 say friend kinder generous well friend set good example CHAR_0
534,care.virtue,CHAR_0 tell employee good fashion sense pick clothe well .
535,care.virtue,CHAR_0 tell Helene practice safe sex educate std .
536,care.virtue,CHAR_0 call ambulance wait help arrive .
537,care.virtue,CHAR_0 pull call 911 person wreck drive home safely paramedic arrive .
538,care.virtue,"stacy sit beside CHAR_0 give hug , discuss breakup ."
539,care.virtue,CHAR_0 cash check use buy new clothe go school .
540,care.virtue,CHAR_0 offer helpful spelling advice people repeatedly misspell via private message .
541,care.virtue,"CHAR_0 call Billy help , decide call - in favour friend live close - by site CHAR_0 ’s accident ."
542,care.virtue,CHAR_0 call dog lead dog appropriate place relieve himself .
543,care.virtue,CHAR_0 take ticket pocket put somewhere safe .
544,care.virtue,Victoria give CHAR_0 url parenting forum give tip tailor towards CHAR_0 's child .
545,care.virtue,CHAR_0 decide wait meet someone find truly interesting could love deeply commit relationship .
546,care.virtue,CHAR_0 offer help friend order grocery online pick bit later .
547,care.virtue,CHAR_0 decide make effort quit ask parent help so .
548,care.virtue,CHAR_0 poison wealthy grandfather dinner party order inherit share grandfather 's fortune .
549,care.virtue,CHAR_0 get together neighbor use sandbag storm shutter help protect neighborhood flooding high wind .
550,care.virtue,CHAR_0 call ambulance help pay therapy too .
551,care.virtue,CHAR_0 child proof pool spend less fancy material stay budget .
552,care.virtue,CHAR_0 help mother bring bag house start play video game .
553,care.virtue,"CHAR_0 tell Carol badly want purse , Carol sympathize order she ."
554,care.virtue,CHAR_0 rush help bring old woman across street safely .
555,care.virtue,"CHAR_0 kindly ask Ana pick food thank immensely , offer gift card help ."
556,care.virtue,CHAR_0 go friend 's house help move new home .
557,care.virtue,CHAR_0 ask mother bring school instead .
558,care.virtue,CHAR_0 stop help man change tire continue home .
559,care.virtue,CHAR_0 take care dog properly take walk vet .
560,care.virtue,CHAR_0 punish child firm reasonable way mistake .
561,care.virtue,CHAR_0 drive nearby store buy cheap clothe .
562,care.virtue,CHAR_0 wait mother 's friend leave ask mother go toy store .
563,care.virtue,CHAR_0 look around try find mother possum .
564,care.virtue,"CHAR_0 praise work clerical staff , tell great effect patient care day , appreciate they ."
565,care.virtue,CHAR_0 read instruction manual mother explain technical term she .
566,care.virtue,CHAR_0 tell friend truth help pick appropriate outfit .
567,care.virtue,CHAR_0 try work problem wife help marriage counselor instead take problem she .
568,care.virtue,Scott make nice speech great time party helpful throughout wedding reception .
569,care.virtue,CHAR_0 start work McDonald 's minimum wage like mother .
570,care.virtue,CHAR_0 make sure patient ready area preppe waiting surgeon .
571,care.virtue,CHAR_0 tuck child say good night retire bedroom .
572,care.virtue,CHAR_0 go back home relief pleasure privacy home .
573,care.virtue,CHAR_0 use one personal day stay home new lover .
574,care.virtue,CHAR_0 tell employee company buy help get position new company .
575,care.virtue,CHAR_0 film repeatedly teabagge corpse childhood bully .
576,care.virtue,CHAR_0 get professional help cocaine addiction .
577,care.virtue,"CHAR_0 visit grandmother nursing home , talk grandmother 's childhood ."
578,care.virtue,"CHAR_0 close laptop , put short , play soccer child ."
579,care.virtue,"CHAR_0 ask friend help pick trash leave , morning ."
580,care.virtue,CHAR_0 decide hold kid comfort way calm down .
581,care.virtue,CHAR_0 watch nature video mother 's computer .
582,care.virtue,Dusty tell CHAR_0 get roof help down .
583,care.virtue,CHAR_0 type nice message offer condolence politican .
584,care.virtue,CHAR_0 try empathize wife emotionally comfort help prepare next day .
585,care.virtue,CHAR_0 call exterminator come remove hive safely .
586,care.virtue,"CHAR_0 's friend come CHAR_0 tell dog , help comfort CHAR_0"
587,care.virtue,CHAR_0 tell minion support democratic candidate dictator evil care about .
588,care.virtue,CHAR_0 grabs side box help move build .
589,care.virtue,"CHAR_0 go shifts soup kitchen help prepare , cook , serve clean every meal ."
590,care.virtue,"CHAR_0 tell patient can not help she , doctor area can ."
591,care.virtue,CHAR_0 personally help female student find look strike friendship .
592,care.virtue,CHAR_0 share steak child .
593,care.virtue,Louise offer help CHAR_0 english homework ask anything CHAR_0 think would help succeed .
594,care.virtue,CHAR_0 seek professional help depression .
595,care.virtue,CHAR_0 pay credit card leave generous tip .
596,care.virtue,CHAR_0 apply position upper management large charitable organization get job .
597,care.virtue,CHAR_0 change old clothe then kneel muddy dirt pull weed garden .
598,care.virtue,CHAR_0 use stern voice state child go bed immediately .
599,care.virtue,CHAR_0 realize son wife want share birthday anniversary .
600,care.virtue,CHAR_0 eat one cookie mother make .
601,care.virtue,CHAR_0 share interesting story past comfortable honest about .
602,care.virtue,"CHAR_0 tell friend stop , pick gerbil care medically ."
603,care.virtue,CHAR_0 hard time understand daughter 's profession make clear long safe happy always she .
604,care.virtue,CHAR_0 file unemployment benefit seek help family agree help .
605,care.virtue,CHAR_0 offer help man finish check out .
606,care.virtue,CHAR_0 recognize drinking control get help fix it .
607,care.virtue,CHAR_0 sit talk friend offer anything help quit .
608,care.virtue,CHAR_0 work hard class bring grade ask mother sign permission slip trip .
